Female,Male,,Hindi,,complicated,Buddhism,Lucknow, Stethoscope Usage,Acharya Narendra Dev College,TINY TOTS SCHOOL (P),The only place you find success before work is in the dictionary. May V Smith,Renewable Energy Group
Male,,,Bengali,Married,single,Jainism,Delhi, Google Search Console Operator,Ramanujan College,PARAMOUNT ACADEMY,"Its not the size of the dog in the fight, but the size of the fight in the dog. Archie Griffen",Maxim Integrated Products
,Other,,Bengali,Graduated,single,Muslim,Delhi, C++,Aryabhatta College(Formally Ram Lal Anand College-Evg.),SUNRISE SCHOOL (PVT),,Diplomat Pharmacy
Male,Female,apolitical,Tamil,Graduated,married,Hindu,Nagpur, ERP systems,Shyam Lal College,GYAN KUNJA (PVT),,Cintas
,Other,right,Hindi,New Job,complicated,Hindu,Delhi,,Zakir Husain Post Graduate Evening College,ADONAI HOMES,,Buckeye Partners
Female,,right,English,Graduated,complicated,Jainism,Delhi, Crystallization ,Institute of Human Behaviour & Allied Sciences,ANTASHKARAN CHILD ACHADAMY,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Hexcel
Male,Female,apolitical,Tamil,New Job,committed,Hindu,Lucknow, Crystallization ,Vivekananda College,DENZONG PEMA CHOELING ACADEMY,I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,J.B. Hunt Transport Services
Male,Female,left,Hindi,Graduated,complicated,Buddhism,Delhi, Google Search Console Operator,Sri Guru Tegh Bahadur Khalsa College,VIDYA BHARATI SCHOOL,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",Charter Communications
Female,Male,left,,,divorced,Sikh,Hyderabad,C#,All India Institute of Ayurveda,LELIUM ACADEMY SCHOOL,,Stanley Black & Decker
Male,Female,apolitical,English,Bought House,live-in,Christian,Surat, Google Search Console Operator,Rajkumari Amrit Kaur College of Nursing,SARASWATI VIDYA NIKETAN,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Becton Dickinson
Female,Male,apolitical,Hindi,New Job,single,Muslim,Nagpur, Scala,Sri Guru Nanak Dev Khalsa College,ST. JOHNS JHS SCHOOL,I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,H&R Block
,Other,,,Bought House,complicated,Atheist,Mumbai, pallet-stacker,Aryabhatta College(Formally Ram Lal Anand College-Evg.),IDEAL ACADEMY,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Verso
Female,Male,,Hindi,Married,divorced,Jainism,Kolkata, pallet-stacker,Sri Aurobindo College,SUNRISE ACADEMY SCHOOL,The only place you find success before work is in the dictionary. May V Smith,TD Ameritrade Holding
,,right,Punjabi,Married,divorced,Hindu,Delhi,,Janki Devi Memorial College,NEW LIGHT ACADEMY,The only place you find success before work is in the dictionary. May V Smith,OGE Energy
,,left,Hindi,Graduated,single,Muslim,Delhi, pallet-stacker,Rajkumari Amrit Kaur College of Nursing,LILLYFIELD ACADEMY,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,American Express
Female,Male,,,,committed,Hindu,Pune, Google Analytics,Delhi Institute of Pharmaceutical Sciences and Research,MOUNT K2 ACADEMY,,Belden
Male,,,Bengali,Married,married,Jainism,Lucknow,,Florence Nightingale College of Nursing,NEW GARDEN ENG SACHOOL (PVT),"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",Meritor
Male,Female,,English,Married,,,Surat, forklifting,Delhi Institute of Pharmaceutical Sciences and Research,MOUNT OLIVES ACADEMY,"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",AECOM
,Male,left,Hindi,Married,single,Atheist,Lucknow,Accounting ,Shivaji College,SARASWATI SISHU VIDYALA,"Being strong means rejoicing in who you are, complete with imperfections. Margaret Woodhouse",Quad/Graphics
,Male,,English,Bought Vehicle,single,Sikh,Hyderabad,Mathematics ,Shyam Lal College,HIMALAYAN RADIANT ACADEMY,The only place you find success before work is in the dictionary. May V Smith,ResMed
Female,Male,left,English,Graduated,single,Christian,Pune,,Shyam Lal College (Evening),BETHANY SCHOOL,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Oracle
Female,Male,right,English,Graduated,single,Jainism,Hyderabad,Adobe Creative Suite,Aryabhatta College(Formally Ram Lal Anand College-Evg.),BETHANY SCHOOL,Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,Micron Technology
Male,Female,left,Punjabi,,committed,Sikh,Kanpur,C#,Ramjas College,SEVEN HILLS SCHOOL,,Kohl's
Female,Male,left,English,New Job,committed,,Ahmedabad,,Delhi Institute of Pharmaceutical Sciences and Research,GEN NEXT ACADEMY,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",Vishay Intertechnology
Male,Female,right,English,New Job,,Jainism,Surat, forklifting,Lakshmi Bai College for Women,TOUCH WOOD ACADEMY,Nobody can make you feel inferior without your consent. Eleanor Roosevelt,National Oilwell Varco
Male,Female,apolitical,English,Married,complicated,Hindu,Lucknow,R,Kamla Nehru College for Women,EAST POINT ENGLISH SCHOOL,"Being strong means rejoicing in who you are, complete with imperfections. Margaret Woodhouse",Caleres
,Female,,English,Married,divorced,Muslim,Delhi, Ableton Live Suite,Ramanujan College,WESTERN MODERN SCHOOL,,VF
Female,Male,apolitical,Hindi,Married,married,Muslim,Lucknow,Mathematics ,Maharaja Agarsen College,SARASWATI VIDYA NIKETAN,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",DuPont de Nemours
Female,Male,,Hindi,,single,Christian,Hyderabad,Adobe Creative Suite,Daulat Ram College,SUN RISE ENGLISH SCHOOL,"Being strong means rejoicing in who you are, complete with imperfections. Margaret Woodhouse",Murphy USA
Male,Female,,English,Married,complicated,Christian,Ahmedabad, pallet-stacker,Maharaja Agarsen College,NEW LIGHT ACADEMY,"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",Rockwell Collins
Male,Female,right,English,Graduated,married,Buddhism,, Scala,Indraprastha College for Women,STERLINE ACADEMY,,Publix Super Markets
Male,Female,apolitical,Punjabi,Married,divorced,Sikh,Chennai, CRMs,Delhi College of Arts & Commerce,VISION ACADEMY,Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,Interactive Brokers Group
,,,Bengali,Married,divorced,Buddhism,Delhi,Java,Gargi College,ST.TERESAS SCHOOL,It took me a long time not to judge myself through someone elses eyes. Sally Field,Loews
,Male,,Punjabi,,live-in,,Lucknow, Google Analytics,Kirori Mal College,HIMALAYAN GRACE ACADEMY,"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",New Residential Investment
Female,,right,Hindi,Bought House,married,Hindu,Jaipur, Google Search Console Operator,Nehru Homeopathic Medical College & Hospital,EUREKA ENGLISH SCHOOL,I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,PNC Financial Services
Male,Female,,Hindi,Bought Vehicle,single,Hindu,Lucknow,Mathematics ,G.B. Pant Hospital,BETHAL ACADEMY,,JELD-WEN Holding
Male,Female,apolitical,Bengali,New Job,,Buddhism,Mumbai, Google Analytics,University College of Medical Sciences,TINY PEARLS SCHOOL,Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,CIT Group
Female,Female,right,Punjabi,Graduated,complicated,Christian,Hyderabad, Crystallization ,Nehru Homeopathic Medical College & Hospital,PIONEER ACADEMY GYALSHING,,Abercrombie & Fitch
Male,Female,right,Bengali,Married,single,Hindu,Ahmedabad, Crystallization ,College of Nursing at Army Hospital (R&R),BAHAI SCHOOL (PVT),,Cabot Oil & Gas
Male,Female,,Hindi,,committed,Hindu,Chennai, Google Search Console Operator,Indraprastha College for Women,DAUGHTER OF THE CROSS CONVENT SCHOOL,"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",Fiserv
,Female,,Bengali,,single,Jainism,Pune, Stethoscope Usage,IIIT Ahemdabad,MT. PENDAM ACADEMY,,Graham Holdings
Male,Female,right,Hindi,Bought Vehicle,,Atheist,Chennai,Java,Mata Sundri College for Women,EVERGREEN ENGLISH SCHOOL,"Hope never abandons you, you abandon it. George Weinberg",PerkinElmer
Male,Female,,Hindi,Married,committed,Buddhism,Jaipur, Crystallization ,Moti Lal Nehru College,MOUNT K2 ACADEMY,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",TJX
Female,Male,left,English,Bought Vehicle,live-in,Jainism,Hyderabad, Google Analytics,Delhi Institute of Pharmaceutical Sciences and Research,MAYAL ENG SCHOOL (PVT),"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",TRI Pointe Group
Female,Male,right,Tamil,Married,married,Hindu,Kolkata,Mathematics ,Durga Bai Deshmukh College of Special Edu.(VI),MOUNT ZION ACADEMY HEE,,Weyerhaeuser
Male,Female,apolitical,English,,committed,Buddhism,,Java,Nehru Homeopathic Medical College & Hospital,TASHIDING ENGLISH SCHOOL,,Southwest Airlines
,Other,,Tamil,New Job,married,Hindu,Chennai, CRMs,Indira Gandhi Institute of Physical Education & Sports Sciences,PARAMOUNT E.SCHOOL,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",NRG Energy
,Female,apolitical,Hindi,Married,complicated,Sikh,Mumbai, C++,Janki Devi Memorial College,VIDYA BHARATI SCHOOL,"Being strong means rejoicing in who you are, complete with imperfections. Margaret Woodhouse",MDC Holdings
Female,Male,left,English,Graduated,single,Christian,Chennai,Accounting ,Bhim Rao Ambedkar College,ST.PETER ENGLISH SCHOOL,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",FM Global
Male,Female,left,English,Bought House,,Atheist,, pallet-stacker,Zakir Husain Delhi College,GREENFINCH SCHOOL,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",Motorola Solutions
Female,Male,left,Hindi,Bought Vehicle,divorced,Buddhism,Delhi,SEM Marketing,Ramanujan College,SUNRISE MODEL,The only place you find success before work is in the dictionary. May V Smith,American Tower
Male,Female,,,,,Atheist,Kanpur, Crystallization ,Shyam Lal College (Evening),SARASWATI SISHU VIDYALA,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",Portland General Electric
,,apolitical,,,committed,Hindu,Nagpur,Java,Lady Shri Ram College for Women,HOLY CROSS (PVT),"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Hasbro
Female,,right,Hindi,Bought Vehicle,committed,,Nagpur,Mathematics ,Daulat Ram College,MT. OLIVE ACADEMY,,Bank of America
Female,Male,left,Bengali,,single,Hindu,Kanpur, ERP systems,Aryabhatta College(Formally Ram Lal Anand College-Evg.),HIMALAYAN ENGLISH ACADEMY,,NOW
Male,Female,apolitical,Hindi,Bought House,married,Hindu,Nagpur,Adobe Creative Suite,IIIT Delhi,LITTLE STARS ACADEMY,Nobody can make you feel inferior without your consent. Eleanor Roosevelt,Supervalu
Female,Male,apolitical,Punjabi,,complicated,Hindu,Delhi, ERP systems,,SHALOM ACADEMY,The only place you find success before work is in the dictionary. May V Smith,Macy's
Female,Male,apolitical,Hindi,Bought House,single,Christian,Kolkata,R,Vallabhbhai Patel Chest Institute,LITTLE BELLS (PVT),,Alliance Data Systems
Female,Male,right,Hindi,Bought Vehicle,married,Hindu,Ahmedabad,Adobe Creative Suite,Keshav Mahavidyalaya,TRINITY SCHOOL SRIBADAM,,DXC Technology
Female,Male,left,English,,single,Hindu,Delhi, Stethoscope Usage,Zakir Husain Post Graduate Evening College,BAL JYOTI VIDYA PITH,,REV Group
Female,Male,left,Hindi,Graduated,,,Delhi, CRMs,Netaji Subhash Institute of Technology,DIAMOND ENG SCHOOL (PVT),"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",Domino's Pizza
Male,Female,right,English,Graduated,,Sikh,Pune, Ableton Live Suite,Sri Guru Gobind Singh College of Commerce,KID FOUNDATION ENGLISH SCHOOL,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",Energy Transfer
Female,Male,right,Hindi,Graduated,committed,Atheist,Delhi,Mathematics ,Jesus & Mary College,SWARSWATI BAL VIDHALAYA,The only place you find success before work is in the dictionary. May V Smith,Paychex
,Female,apolitical,Bengali,New Job,divorced,Sikh,Kanpur,Frequency analysis,Pt. Deendayal Upadhyaya Institute of Physically Handicapped,GREEN VALE LANGANG,,Vornado Realty Trust
Male,Female,right,English,Graduated,committed,Christian,Visakhapatnam,operating a road roller,Satyawati College,MARIGOLD ACADEMY,The only place you find success before work is in the dictionary. May V Smith,Illinois Tool Works
Female,,right,Hindi,Married,,Hindu,Mumbai, Scala,IIT Kanpur,GREEN VALE LANGANG,Nobody can make you feel inferior without your consent. Eleanor Roosevelt,Nike
Male,Female,apolitical,Punjabi,Married,divorced,,Delhi,Frequency analysis,Indraprastha College for Women,RADIANT ACADEMY SCHOOL,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Cisco Systems
,Female,apolitical,Bengali,Married,single,Atheist,Delhi, Scala,IIT Delhi,KYI-DE-KHANG SEC.SCHOOL,"Hope never abandons you, you abandon it. George Weinberg",Spirit AeroSystems Holdings
Female,Male,apolitical,Punjabi,New Job,married,Christian,Jaipur, Ableton Live Suite,National Institute of Health & Family Welfare,WISDOM ACADEMY SRIBADAM,Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,Mercury General
,Female,right,English,New Job,complicated,,Surat, Google Analytics,Sri Guru Gobind Singh College of Commerce,HILL BUDS ACADEMY,"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",Nu Skin Enterprises
Female,Male,,,Graduated,married,Jainism,Lucknow,C#,IIIT Delhi,TINY BUDS ACADEMY,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",AptarGroup
Male,Female,right,,Married,,Sikh,Ahmedabad, Stethoscope Usage,Rajkumari Amrit Kaur College of Nursing,SARASWATI SISHU VIDYALAYA,,Core-Mark Holding
Male,Female,,English,Graduated,committed,Hindu,Mumbai,Mathematics ,Lady Shri Ram College for Women,GYAN KUNJA (PVT),Nothing lasts forever. Not even your troubles. Arnold H Glasgow,Waters
Female,Male,,Hindi,,single,Sikh,Chennai,C#,Lady Shri Ram College for Women,RIVERINE ELEMENTRY SCHOOL,,Symantec
,Other,left,Hindi,New Job,complicated,Buddhism,Delhi,Adobe Creative Suite,Ramjas College,MOUNT OLIVES ACADEMY,,Robert Half International
Female,Male,,English,New Job,divorced,Hindu,Hyderabad, Google Analytics,Lakshmi Bai College for Women,ANNIES HOME,"Its not the size of the dog in the fight, but the size of the fight in the dog. Archie Griffen",NetApp
Female,Male,,Hindi,Bought Vehicle,single,Muslim,Bangalore, Google Search Console Operator,Deen Dayal Upadhyaya College,LITTLE ANGELS ACADEMY,The only place you find success before work is in the dictionary. May V Smith,American Eagle Outfitters
Male,Female,,Hindi,Graduated,committed,Muslim,Jaipur, Stethoscope Usage,National Institute of Health & Family Welfare,PARADISE ACADEMY,,Veritiv
Male,Female,apolitical,Hindi,Married,single,Buddhism,Surat,R,Ayurvedic & Unani Tibia College,LITTLE FLOWER NURSERY (PRY),,Baxter International
Male,Female,right,Bengali,Graduated,complicated,Christian,Delhi,operating a road roller,IIT Delhi,SYARI MODEL SCHOOL,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",Expeditors Intl. of Washington
Male,Female,left,,,divorced,Atheist,Surat, Google Analytics,University College of Medical Sciences,RANGUTHANG HEDH-ZI-BAH,,Hexion
Male,Female,,,New Job,live-in,Sikh,Chennai, Crystallization ,Moti Lal Nehru College,HOSSANA ENGLISH SCHOOL,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Vistra Energy
Female,Male,right,Tamil,,married,Hindu,Surat,,College of Vocational Studies,SUNSHINE ACADEMY,,Regions Financial
Female,Male,,Hindi,Bought House,live-in,,Bangalore, CRMs,Kasturba Hospital,SIKKIM HOMES ACADEMY,,Twenty-First Century Fox
Female,Male,apolitical,Tamil,New Job,divorced,Sikh,Lucknow,C#,Shivaji College,NEW GARDEN ENG SACHOOL (PVT),,News Corp.
Male,Female,left,Tamil,Bought Vehicle,complicated,,,Java,Shaheed Rajguru College of Applied Sciences for Women,ANUGRAH PS MANPUR,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",AutoZone
Female,Male,right,Tamil,,married,Atheist,Kanpur,SEM Marketing,Bhaskaracharya College of Applied Sciences,GOD WIN ENG SCHOOL (PVT),,Park Hotels & Resorts
Male,Female,apolitical,Bengali,Married,single,Hindu,Kolkata,R,Shaheed Rajguru College of Applied Sciences for Women,LABDANG ENGLISH SCHOOL,,Northwestern Mutual
Male,Male,apolitical,Bengali,New Job,married,Buddhism,, Google Analytics,Bhagini Nivedita College,ST. PAULS SCHOOL CHANGEY,,Brookdale Senior Living
Male,Female,left,Punjabi,,committed,Muslim,Mumbai,Adobe Creative Suite,Indira Gandhi Institute of Physical Education & Sports Sciences,LIGHT OF LIFE ACADEMY,,Activision Blizzard
Male,Female,right,Tamil,New Job,live-in,Muslim,Visakhapatnam,,P.G.D.A.V. College,GOOD SHEPHERD SCHOOL,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",Verso
Female,Male,right,Bengali,Graduated,,Christian,Kolkata, C++,Maharaja Agarsen College,St. EDMUNDS ACADEMY GURUTHANG,"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",ADP
,Female,apolitical,Tamil,Graduated,divorced,,Lucknow, Crystallization ,Shivaji College,WISDOM LAKE,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Universal Forest Products
,Other,right,Bengali,Bought House,committed,Atheist,Surat,Java,Maulana Azad Institute of Dental Sciences,UNITED ACADEMY SCHOOL DARAMDIN,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",BJ's Wholesale Club
Male,Female,apolitical,Punjabi,Graduated,married,Jainism,Lucknow, Google Analytics,Hindu College,CANAAN SCHOOL,I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,Chemours
Female,Male,,Tamil,,married,Hindu,Lucknow,Mathematics ,Shyam Lal College,EUREKA RESIDENTIAL SCHOOL,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",Bed Bath & Beyond
Female,Male,,Hindi,Bought House,single,Jainism,Delhi,,IIIT Ahemdabad,BAL JYOTI VIDYA PITH,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Domino's Pizza
Male,Female,apolitical,Tamil,Married,divorced,Christian,Pune, CRMs,Daulat Ram College,TINY PEARLS SCHOOL,Nobody can make you feel inferior without your consent. Eleanor Roosevelt,Builders FirstSource
Male,Female,,Hindi,Bought Vehicle,single,Hindu,, Scala,Satyawati College,KINCHIN CASTLE ACADEMY,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Spirit Airlines
,Other,right,Punjabi,Married,committed,Christian,Chennai, C++,Delhi College of Arts & Commerce,SUN SHINE ENGLISH SCHOOL,,PCM
,Male,left,Punjabi,,single,Muslim,Ahmedabad,Frequency analysis,Kirori Mal College,BAL JYOTI ACADEMY,I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,Williams
Male,Female,apolitical,Hindi,Married,committed,,Ahmedabad,Mathematics ,Satyawati College,NEW VISION ACADEMY,The only place you find success before work is in the dictionary. May V Smith,Hewlett Packard Enterprise
Male,Female,,Punjabi,,committed,Hindu,Jaipur,Accounting ,Shyama Prasad Mukherji College for Women,RADIANT STARS ACADEMY,"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",Quanta Services
Male,Female,apolitical,Hindi,Bought Vehicle,single,Hindu,Kanpur,Mathematics ,Shri Ram College of Commerce,PRASHANT VIDYA MANDIR SS(PVT),,Phillips 66
,Other,apolitical,English,Married,,Hindu,Mumbai,Adobe Creative Suite,Sri Guru Nanak Dev Khalsa College,CANAAN SCHOOL,It took me a long time not to judge myself through someone elses eyes. Sally Field,Michaels Cos.
Female,Male,left,Bengali,Bought House,single,Sikh,Lucknow,,IIT Bombay,FUTURE BRIGHTER ACADEMY,"Being strong means rejoicing in who you are, complete with imperfections. Margaret Woodhouse",Eli Lilly
Female,,,English,,complicated,Jainism,Delhi, Scala,Netaji Subhash Institute of Technology,ST MARY SCHOOL,Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,Dentsply Sirona
Female,Male,left,Punjabi,Bought House,single,Jainism,Delhi, Google Analytics,Gargi College,NEW VISION ACADEMY,Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,C&J Energy Services
Female,Male,,Hindi,Married,,Atheist,Surat, Crystallization ,Shyam Lal College,TINY BUDS ACADEMY,There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle Albert Einstein,Atlas Air Worldwide Holdings
Male,Female,left,Hindi,,complicated,Hindu,Lucknow, pallet-stacker,Amar Jyoti Institute of Physiotherapy,SUNSHINE ACADEMY,,TreeHouse Foods
,Male,left,Hindi,Graduated,divorced,Sikh,Kolkata,Adobe Creative Suite,Lady Shri Ram College for Women,"MODEL ENGLISH HOUSE,RESHI","Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",CHS
Female,Male,left,English,Bought Vehicle,committed,Jainism,, operating a PoS,P.G.D.A.V. College (Evening),I E C MISSION PRIMARY SCHOOL RIMBI,,AutoNation
Female,Male,apolitical,English,New Job,complicated,Atheist,Kolkata,Adobe Creative Suite,Acharya Narendra Dev College,ANNES HOUSE NURSUARY SCHOOL,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Ferrellgas Partners
Female,Male,left,English,Bought House,divorced,Hindu,Delhi,Java,College of Vocational Studies,GREEN VALE ACADEMY,Nothing lasts forever. Not even your troubles. Arnold H Glasgow,NRG Energy
Male,Female,apolitical,Tamil,Graduated,single,Atheist,Surat, Ableton Live Suite,Ram Lal Anand College,DREAMLAND ACADEMY,"Its not the size of the dog in the fight, but the size of the fight in the dog. Archie Griffen",Mosaic
Female,,right,Punjabi,,,Muslim,Kanpur,Accounting ,Bhagini Nivedita College,CHILDREN PREPARATORY (PVT,"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",Public Storage
Male,Female,,Bengali,New Job,,Muslim,Delhi,Accounting ,Sri Aurobindo College (Evening),P.NM SCHOOL (PVT),"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Sally Beauty Holdings
,Male,,,Bought Vehicle,married,Sikh,Mumbai, operating a PoS,P.G.D.A.V. College,STERLINE ACADEMY,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Prologis
Female,Male,apolitical,Hindi,,committed,Sikh,Pune, Crystallization ,Shyam Lal College (Evening),NEW LIGHT ACADEMY,,Werner Enterprises
