,0,1,2,3,4,5,6,7,8,9,10,11,12,username
25,Female,Male,,Hindi,Bought House,committed,Muslim,Bangalore, pallet-stacker,Atma Ram Sanatan Dharma College,RAMAN HIDDEN VALLEY ACADEMY,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Microsoft,mukul.kumar.9250
26,Male,Female,right,,Bought House,divorced,Jainism,Kolkata, forklifting,College of Nursing at Army Hospital (R&R),DONALD MEMORIAL ACADEMY (PVT,,Altria Group,ryan.tylor.1
27,Male,Female,right,Bengali,Bought Vehicle,live-in,Hindu,Visakhapatnam, C++,Acharya Narendra Dev College,PRASHANT VIDYA MANDIR SS(PVT),"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Ingredion,dennis.xavier.3954
28,Male,Female,,Hindi,Graduated,single,Buddhism,,operating a road roller,Maharaja Agarsen College,BAL JYOTI VIDYA PITH,,Rent-A-Center,100038426633860
29,Female,Male,apolitical,,New Job,married,Hindu,Kolkata,R,Ram Lal Anand College,TENDONG EDUCATIONAL INSTITUTE,Nothing lasts forever. Not even your troubles. Arnold H Glasgow,Ally Financial,palak.tuteja.16
30,Female,Male,right,English,Bought Vehicle,complicated,Atheist,Chennai,C#,Deshbandhu College(Morning),HIMALAYAN GRACE ACADEMY,,BJ's Wholesale Club,priyank.kumar.1426
31,,Male,left,Hindi,New Job,,Hindu,Mumbai, operating a PoS,Pt. Deendayal Upadhyaya Institute of Physically Handicapped,PRATAP INTERNATIONAL SCHOOL,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",Total System Services,alphy.jomon
32,Male,Female,,Hindi,Graduated,single,,Lucknow, CRMs,Shyam Lal College (Evening),SARASWATI SISHU VIDHLAYA,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",Kinder Morgan,ansh.ohri.35
33,Male,Female,left,English,Married,married,Sikh,Mumbai,C#,Aryabhatta College(Formally Ram Lal Anand College-Evg.),MANGAN PUBLIC SCHOOL,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Avery Dennison,ashwin.gill.39
34,,Other,right,English,Bought Vehicle,committed,,Surat,R,Pt. Deendayal Upadhyaya Institute of Physically Handicapped,KANCHANJUNGA ACADEMY,"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",LCI Industries,durvish.eklaudiya
35,Male,Female,left,Hindi,Bought Vehicle,committed,Jainism,Chennai, Scala,Nehru Homeopathic Medical College & Hospital,ANNIES HOME,,Aleris,rachit.ahuja.739
36,Male,Female,right,,Graduated,live-in,Sikh,Delhi, forklifting,Maulana Azad Medical College,MOUNT CARMEL,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Tenet Healthcare,akshay.kumar.7771
37,Male,Female,left,Hindi,Bought House,,Muslim,,operating a road roller,Dyal Singh College (Evening),NEW VISION ACADEMY,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",Worthington Industries,aarushi.shukla.9638
38,Male,Female,,Hindi,Graduated,single,Atheist,Surat, C++,Shivaji College,GREENFINCH SCHOOL,There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle Albert Einstein,Waters,100010141837433
39,Female,Male,left,Hindi,Graduated,live-in,Hindu,Lucknow,R,Janki Devi Memorial College,NOBLE ENGLISH SCHOOL,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Cigna,anjani.ojha.56
40,Female,,right,Hindi,Graduated,single,Jainism,Kolkata,,Maharaja Agarsen College,RIVERINE ELEMENTRY SCHOOL,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",Erie Insurance Group,bhumika.arora.5496
41,Male,Female,left,English,Bought House,complicated,Hindu,Jaipur, C++,University College of Medical Sciences,HIMALAYAN BAPTISE SCHOOL,,Kimberly-Clark,johnmohammad.sharma.9
42,Female,Male,right,Hindi,Married,single,Hindu,Delhi,C#,Keshav Mahavidyalaya,MT.CARMEL ACADEMY,,AutoZone,mourice.clement
43,Female,,right,,Married,married,Sikh,Visakhapatnam,,Satyawati College (Evening),ST. XAVIER (PVT),Nothing lasts forever. Not even your troubles. Arnold H Glasgow,Knight-Swift Transportation Holdings,ishita.dua.77
44,Female,Male,,English,New Job,married,Sikh,Visakhapatnam,operating a road roller,Shri Ram College of Commerce,VINEYARD PRIVATE SCHOOL,It took me a long time not to judge myself through someone elses eyes. Sally Field,Concho Resources,kiratsingh.duggal
45,,Male,right,Punjabi,Bought House,divorced,Buddhism,Hyderabad, Ableton Live Suite,Maulana Azad Medical College,MT. EVEREST SCHOOL,It took me a long time not to judge myself through someone elses eyes. Sally Field,Snap-on,kanan.girsa
46,Male,Female,,Hindi,New Job,,Jainism,,operating a road roller,Shyam Lal College,SARASWATI SISHU MANDIR,,Esterline Technologies,adarsh.stanly
47,Male,Female,left,English,Married,committed,Hindu,Mumbai,Frequency analysis,Ramjas College,LITTLE KIDS ACADEMY,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Reliance Steel & Aluminum,yash.kalyani333
48,Female,Male,apolitical,Punjabi,New Job,married,,Bangalore,Java,IIT Mandi,MINI LAND PUBLIC SCHOOL,,Navistar International,harbandana.sareen
49,Female,Male,right,,Graduated,divorced,Sikh,Delhi, Google Search Console Operator,Zakir Husain Delhi College,BAL JYOTI ACADEMY,,Univar,100027038982803
50,Female,Male,apolitical,Punjabi,,married,Atheist,Mumbai, pallet-stacker,Maitreyi College for Women,GEN NEXT ACADEMY,Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,MDC Holdings,nishtha.ahuja.79
51,Female,Male,,Bengali,Married,divorced,,Ahmedabad,Java,IIT Kanpur,MARIGOLD ACADEMY,,National Oilwell Varco,kanupriya.singhh
52,,Other,right,Hindi,Bought House,complicated,Hindu,Lucknow,,St. Stephen's College,MOTHER TERESA MEMORIAL SCHOOL,"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",Hilton Worldwide Holdings,aniket.lohan
53,Female,Male,,Hindi,Bought House,,Atheist,Pune, Google Search Console Operator,Indraprastha College for Women,REPBOM ENGLISH ACADEMY,,Markel,MukulKumar1528
54,,Male,apolitical,English,Bought House,married,Hindu,Kanpur, pallet-stacker,Bhaskaracharya College of Applied Sciences,MANJUSRI PUBLIC SCHOOL,,Valero Energy,nigel.joeharris
55,Female,,apolitical,,Graduated,single,Jainism,Mumbai, Crystallization ,Ram Lal Anand College,ST.PETER ENGLISH SCHOOL,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",WABCO Holdings,Ebinabrham
56,Female,,,Punjabi,New Job,complicated,Sikh,Delhi, bookkeeping,Deshbandhu College(Morning),SEVENTH-DAY ADVANTIST MISSION SCHOOL,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",General Electric,dhruv.sharma.351756
57,Female,Male,apolitical,Bengali,Graduated,single,Hindu,, ERP systems,Shyam Lal College,CHILDREN PREPARATORY (PVT,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",Moody's,anmol.singhal.397
58,Male,Female,apolitical,Tamil,Bought Vehicle,divorced,Jainism,Lucknow,Adobe Creative Suite,Maharshi Valmiki College of Education,LITTLE SCHOLRS ACADEMY,,Louisiana-Pacific,aditya.verma02
59,Male,Female,right,English,New Job,single,Christian,Kolkata,Frequency analysis,Rajkumari Amrit Kaur College of Nursing,GOOD STAR ENG SCHOOL,Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,Interactive Brokers Group,gauri.bhatnagar.961
60,Female,Male,apolitical,Hindi,,committed,Buddhism,Ahmedabad,Mathematics ,University College of Medical Sciences,KALIKA SANSKRIT VIDHYALAYA,,Church & Dwight,divyam.gupta.5205
61,,Female,left,English,Bought House,single,Sikh,Delhi, Ableton Live Suite,Jesus & Mary College,GOLDEN KIDS,The only place you find success before work is in the dictionary. May V Smith,Vistra Energy,atul.bakshi.397
62,,Other,left,Bengali,Bought Vehicle,single,Hindu,Delhi,Frequency analysis,Sri Venkateswara College,PEMA SAMPHEL ACADEMY,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Total System Services,kshitij.gulati
63,,Other,,Hindi,Bought House,,Hindu,Bangalore,Java,Ahilya Bai College of Nursing,SOUTH PIONT ACADEMY,"Being strong means rejoicing in who you are, complete with imperfections. Margaret Woodhouse",DCP Midstream,sahvir.lohan
64,Male,Female,apolitical,Hindi,Bought House,live-in,Sikh,Nagpur,Adobe Creative Suite,IIT Kanpur,RADIANT STARS ACADEMY,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Clean Harbors,bhardwaj.shubham2
65,Female,Male,right,English,Bought Vehicle,divorced,Sikh,Mumbai,Java,IIIT Delhi,WOODSTOCK SCHOOL SOMBAREY,Nobody can make you feel inferior without your consent. Eleanor Roosevelt,Host Hotels & Resorts,jatin.singhal.397
66,Male,Female,left,Hindi,New Job,committed,Sikh,Delhi, Ableton Live Suite,Florence Nightingale College of Nursing,RAINBOW ACADEMY (PVT),,Amica Mutual Insurance,100026461183847
67,Male,Female,apolitical,English,Bought House,committed,Hindu,Nagpur,Adobe Creative Suite,Netaji Subhash Institute of Technology,,,Altice USA,debarun.bhattacharjee.9
68,,Other,apolitical,Hindi,,live-in,Jainism,Jaipur, Crystallization ,All India Institute of Ayurveda,KARMA DHARMA CHAKRA UPS,,Tempur Sealy International,mikhael.thomas.5
69,Male,Female,right,Hindi,Bought House,complicated,Muslim,Delhi,Java,Maharaja Agarsen College,NEW HORIZON ACADEMY,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",Trimble,aadya.agarwal.923
70,Male,Female,apolitical,English,Bought House,married,Muslim,Bangalore, ERP systems,Lakshmi Bai College for Women,INDRIA GHANDHI,There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle Albert Einstein,3M,tanmaya.tanmaya.98
71,Male,Female,apolitical,Tamil,Graduated,single,Muslim,Pune,operating a road roller,Ahilya Bai College of Nursing,BRIGHT LIFE ACADEMY,"Hope never abandons you, you abandon it. George Weinberg",Genesee & Wyoming,100027748130963
72,Female,,apolitical,Tamil,New Job,single,Hindu,Hyderabad,,Rajkumari Amrit Kaur College of Nursing,ST.TERESAS SCHOOL,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",Domino's Pizza,aarnold.toppo
73,Male,Female,right,English,Married,divorced,Sikh,Chennai, pallet-stacker,IIIT Ahemdabad,TOUCH WOOD ACADEMY,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Encompass Health,yashika.sabharwal.1
74,Female,Male,apolitical,Punjabi,New Job,divorced,Muslim,Mumbai, Google Analytics,St. Stephen's College,TENDER FEET ACADEMY,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Kennametal,raunak.mokhasi
75,Female,Female,,English,New Job,committed,Hindu,Chennai,operating a road roller,Pt. Deendayal Upadhyaya Institute of Physically Handicapped,ST.PETER ENGLISH SCHOOL,,PulteGroup,joel.john.378
76,Female,Male,right,Hindi,Bought House,live-in,Buddhism,Visakhapatnam, Google Search Console Operator,Atma Ram Sanatan Dharma College,SARASWATI VIDYALAYA KYONGSHA,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",HCA Healthcare,nandeta
77,Female,Male,right,Punjabi,,single,Hindu,Delhi,SEM Marketing,Sri Venkateswara College,GREEN FILED ACADEMY (PVT),"Hope never abandons you, you abandon it. George Weinberg",Navient,oshi.dahiya
78,Male,Female,apolitical,Bengali,Bought Vehicle,committed,Atheist,Nagpur, C++,Shaheed Bhagat Singh College (Evening),HOLYCROSS ENGLISH SCHOOL,I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,Mercury General,kanishk.rana.5
79,Female,Male,right,Tamil,New Job,committed,Jainism,Chennai,Frequency analysis,College of Vocational Studies,HIMALAYAN SCHOOL,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",Benchmark Electronics,saloni.sharma.1447
80,,Female,apolitical,Tamil,Graduated,divorced,,Delhi, forklifting,Sri Aurobindo College (Evening),DEFFODILS ACADEMY,,General Electric,100008305411451
81,,Male,left,Hindi,Married,single,Sikh,Delhi, ERP systems,Maulana Azad Institute of Dental Sciences,PARAMOUNT E.SCHOOL,Nobody can make you feel inferior without your consent. Eleanor Roosevelt,NCR,aakash.narula.77
82,Male,Female,left,Bengali,Graduated,married,Muslim,Hyderabad, Ableton Live Suite,Vivekananda College,ST JOSEPH SCHOOL,I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,Hubbell,simran.grover.7528
83,Male,Female,apolitical,Hindi,Married,,,Hyderabad,Accounting ,College of Art,DREAMLAND ACADEMY,,Mondelez International,arnavkrishraj
84,Male,Female,left,Hindi,Bought Vehicle,live-in,Jainism,Delhi,Accounting ,IIT Roorkee,HAPPY HOURS (PVT),Nobody can make you feel inferior without your consent. Eleanor Roosevelt,Olin,Hardik.Mittal.1802
85,Female,Male,left,Bengali,Graduated,complicated,Muslim,Hyderabad, Scala,Chacha Nehru Bal Chikitsalaya,EVERSHINE ACADEMY,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Jacobs Engineering Group,2000ShIvAmJaIn
86,Female,Male,,Hindi,Graduated,single,Christian,Hyderabad, CRMs,P.G.D.A.V. College (Evening),STAR LIGHT ACADEMY,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Pioneer Natural Resources,hazaribag
87,Male,,left,Bengali,New Job,divorced,Sikh,, forklifting,Swami Shraddhanand College,PRATIVA ACADEMY,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",Old Republic International,fahad.nayyar
88,Female,Male,apolitical,,Graduated,complicated,Sikh,Chennai,operating a road roller,Acharya Narendra Dev College,SARASWATI SISHU NIKETAN,Nobody can make you feel inferior without your consent. Eleanor Roosevelt,Lam Research,vtsaiju
89,Male,,left,Tamil,,committed,Atheist,Jaipur, operating a PoS,Zakir Husain Post Graduate Evening College,PRASANSHA ENGLISH SCHOOL,There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle Albert Einstein,Delta Tucker Holdings,sidharth.rammstein
90,Male,Male,left,Tamil,New Job,single,Sikh,Kanpur,C#,Shaheed Bhagat Singh College,LITTLE ANGEL ACADEMY,,Ball,pranaay.saini
91,Female,Male,,,New Job,complicated,Atheist,Ahmedabad,Accounting ,Satyawati College,UNITED ACADEMY SCHOOL DARAMDIN,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",Tenet Healthcare,arya.ramesh.37
92,Female,Male,apolitical,Tamil,,married,Christian,Kolkata, C++,Kasturba Hospital,DON BOSCO MALBASEY,"Being strong means rejoicing in who you are, complete with imperfections. Margaret Woodhouse",Walmart,shaiillai.gupta
93,Male,,apolitical,Punjabi,,committed,Jainism,Kanpur, Ableton Live Suite,Daulat Ram College,ST.PETER ENGLISH SCHOOL,,Kennametal,100026287931568
94,,Other,left,Tamil,Bought House,single,Sikh,Visakhapatnam, pallet-stacker,Kasturba Hospital,KALEZ VALEY ENGLISH SCHOOL,Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,Advance Auto Parts,100002465540283
95,Male,,right,Hindi,Bought Vehicle,,Hindu,Delhi,SEM Marketing,Janki Devi Memorial College,ST MARY SCHOOL,"Its not the size of the dog in the fight, but the size of the fight in the dog. Archie Griffen",Allegheny Technologies,apoorv.singh.7906
96,,Other,right,Tamil,Graduated,divorced,Muslim,Visakhapatnam, Crystallization ,Florence Nightingale College of Nursing,WISE TEMPLE ACADEMY,"Hope never abandons you, you abandon it. George Weinberg",JPMorgan Chase,DhingraNandini
97,,Female,right,Hindi,Bought House,live-in,Hindu,Surat,Accounting ,Lakshmi Bai College for Women,LITTLE SCHOLRS ACADEMY,,Casey's General Stores,ritik.malik.35762
98,Male,,apolitical,,Bought Vehicle,committed,Muslim,Bangalore,Accounting ,Rajkumari Amrit Kaur College of Nursing,SPRINGDALE ACADEMY,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",PulteGroup,aasma.mehndiratta
99,Female,Male,,English,Bought Vehicle,married,Christian,Chennai, Stethoscope Usage,Sri Guru Tegh Bahadur Khalsa College,NORTHWAY ACADEMY,,Reinsurance Group of America,100004182632916
100,Male,Female,left,English,Bought Vehicle,complicated,,Surat,Adobe Creative Suite,Sri Aurobindo College,ESWARAMA SAI GURUKUL,Nothing lasts forever. Not even your troubles. Arnold H Glasgow,New York Life Insurance,100001611671187
101,Female,Male,left,Hindi,New Job,single,Hindu,Kanpur, forklifting,IIIT Delhi,St. EDMUNDS ACADEMY GURUTHANG,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",IDEX,ritoma.sen
102,,Female,apolitical,Hindi,Married,single,,,Adobe Creative Suite,St. Stephen's College,ANSHU ACADEMY,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",HCA Healthcare,anisha.verghese.3
103,Female,Male,right,Hindi,Bought Vehicle,committed,Hindu,Lucknow, Ableton Live Suite,Sri Guru Gobind Singh College of Commerce,GOOD WILL ACADEMY THINGLING,"Its not the size of the dog in the fight, but the size of the fight in the dog. Archie Griffen",Genworth Financial,ekam.singh.walia1111
104,Male,,left,Hindi,Married,,Hindu,Delhi,Java,Florence Nightingale College of Nursing,SHUBHASAI INSTITUTE OF ELEMENTARY EDUCATION,It took me a long time not to judge myself through someone elses eyes. Sally Field,AptarGroup,100011774499935
105,Female,Male,right,Hindi,,committed,Atheist,Kanpur, Google Search Console Operator,Maharaja Agarsen College,DIAMOND ENG SCHOOL (PVT),,Flowers Foods,anmol1rishi
106,Female,Male,apolitical,English,New Job,single,Muslim,Delhi,R,Indraprastha College for Women,SPLENDOUR ACADEMY,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Medical Mutual of Ohio,shubham2398
107,Female,Male,,Bengali,Married,,Hindu,Visakhapatnam, CRMs,Maulana Azad Institute of Dental Sciences,CANARY BIRD ACADEMY,I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,C.H. Robinson Worldwide,g.kundu12
108,Male,Female,apolitical,English,Bought Vehicle,single,Hindu,Delhi, Stethoscope Usage,Aryabhatta College(Formally Ram Lal Anand College-Evg.),GREEN FILED ACADEMY (PVT),,Intuit,sudhanshu.bamba
109,Female,Male,right,English,Graduated,committed,Jainism,Bangalore,Accounting ,Durga Bai Deshmukh College of Special Edu.(VI),NEW GARDEN BDG. SCHOOL,,HD Supply Holdings,100010490856411
110,Female,Male,apolitical,Bengali,,single,Atheist,, C++,Moti Lal Nehru College,MAYAL KATEN NAMGYALLING ACADEMY SCHOOL,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Pool,rishabh.vasu
111,Male,Male,apolitical,Tamil,Bought House,divorced,Hindu,Delhi,SEM Marketing,Deen Dayal Upadhyaya College,SPRINGDALE SCHOOL (PVT),"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",Owens-Illinois,happygrewal1971
112,Female,Male,apolitical,,Married,committed,Muslim,, Ableton Live Suite,Atma Ram Sanatan Dharma College,ROYAL ACADEMY,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",General Dynamics,ashwini.ojha.359
113,Male,,right,Hindi,Bought Vehicle,married,Buddhism,Kanpur, Scala,Deshbandhu College(Morning),NAMCHI PUBLIC SCHOOL,"Its not the size of the dog in the fight, but the size of the fight in the dog. Archie Griffen",Old Dominion Freight Line,100008631276617
114,,Female,right,,Married,complicated,Jainism,Jaipur,,Shaheed Bhagat Singh College (Evening),MARIGOLD ACADEMY MALBASEY,"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",Paychex,The.Grim.Reaper.547
115,Female,,left,,Bought Vehicle,married,Jainism,Nagpur, CRMs,Sri Guru Gobind Singh College of Commerce,ST.JOSEPH SCHOOL,It took me a long time not to judge myself through someone elses eyes. Sally Field,EchoStar,danishdiwan7
116,Female,Male,apolitical,Punjabi,Bought Vehicle,divorced,,Delhi, Stethoscope Usage,Sri Aurobindo College,Rainbow Academy,Nobody can make you feel inferior without your consent. Eleanor Roosevelt,Fluor,phool.singh.9212
